1, 6.850500085420208e-06
2, 4.3694999476429075e-06
3, 6.294999820966041e-06
4, 1.6452749605377903e-05
5, 6.976499662414426e-06
6, 7.601000106660649e-06
7, 9.166250038106227e-06
8, 1.0094249773828778e-05
9, 1.0978499631164595e-05
10, 2.358424990234198e-05
11, 1.5021750186861027e-05
12, 1.9421499928284902e-05
13, 2.2039499981474364e-05
14, 2.4515500172128668e-05
15, 2.2352249743562425e-05
16, 2.9110749892424792e-05
17, 3.0030999823793536e-05
18, 3.3262750093854265e-05
19, 3.55712500095251e-05
20, 3.538825012583402e-05
21, 4.0243750390800415e-05
22, 4.274674984117155e-05
23, 4.5970500195835484e-05
24, 6.07782503720955e-05
25, 4.7849249767750734e-05
26, 6.155400023999391e-05
27, 6.672699964838102e-05
28, 6.110699996497715e-05
29, 6.205099998624064e-05
30, 6.797649984946474e-05
31, 7.821650024197879e-05
32, 8.560525020584464e-05
33, 8.480775022690068e-05
34, 8.502324999426492e-05
35, 9.536175002722302e-05
36, 0.00012368424995656824
37, 0.00010897499987549963
38, 0.00011876725011461531
39, 0.00012270625029486837
40, 0.00013545474985221517
41, 0.00013398974988376722
42, 0.00015454375034096302
43, 0.0001465975001337938
44, 0.00014285725001172977
45, 0.00014733950001755147
46, 0.0001553320003040426
47, 0.00017427749980925
48, 0.00028626624998651096
49, 0.00018448650007485412
50, 0.0001775235000422981
51, 0.00020125074979659985
52, 0.00021802274977744673
53, 0.00021287099980327184
54, 0.00020445949985514744
55, 0.00022660624972559162
56, 0.000230913999985205
57, 0.0002466757500769745
58, 0.00025599450009394786
59, 0.0002612902499095071
60, 0.0002551632496761158
61, 0.00025113899982898147
62, 0.0002875382497222745
63, 0.0003557600002750405
64, 0.00029756300000371994
65, 0.00030239274974519503
66, 0.000384162749924144
67, 0.0003002907501468144
68, 0.00034443174990883563
69, 0.0003613949997998134
70, 0.00032511849985894514
71, 0.00035223599979872233
72, 0.00037162324997552787
73, 0.0004579500000545522
74, 0.0003863675001412048
75, 0.00040524675023334567
76, 0.00045261025024956325
77, 0.0004603265001605905
78, 0.00045208424990050844
79, 0.00048802875016917824
80, 0.0006297155000538623
81, 0.0005042967500230588
82, 0.0004753289999825938
83, 0.0004902669998045894
84, 0.0005895842500649451
85, 0.0005834609996782092
86, 0.0005085387497274496
87, 0.0006124619999354763
88, 0.0005605247497442178
89, 0.0005549234997488384
90, 0.0005862887496732583
91, 0.000600358499923459
92, 0.000592364250223909
93, 0.0013598942500721023
94, 0.0006194544998834317
95, 0.0006623240001317754
96, 0.0007920064999780152
97, 0.0006553089997396455
98, 0.0007396787495963508
99, 0.0007457367501046974
100, 0.0007312667498808878
101, 0.0006986430003053101
102, 0.0006677279998257291
103, 0.0007650214997738658
104, 0.0007743357500658021
105, 0.0007977484997354622
106, 0.00098514850014908
107, 0.000963587000114785
108, 0.0008451037501799874
109, 0.0008450599998468533
110, 0.0008452537504126667
111, 0.0010859405001610867
112, 0.0009075177499653364
113, 0.0008618627502983145
114, 0.0009310049999839975
115, 0.0008724297499611566
116, 0.0011796667499766045
117, 0.001353735999600758
118, 0.0011769502498282236
119, 0.0009562732498125115
120, 0.0012427589999788324
121, 0.0010500895000404853
122, 0.0012215447500238952
123, 0.0010523722503421595
124, 0.0010686882501431683
125, 0.0012324520002948702
126, 0.001228755750162236
127, 0.0011342620000505121
128, 0.0011297764999653737
129, 0.0012485007500799838
130, 0.0011564677502065024
131, 0.0012434270001904224
132, 0.001177326750166685
133, 0.0015383180002572772
134, 0.0012191734999760229
135, 0.0012885582495982817
136, 0.0015146542500588112
137, 0.0012700704996859713
138, 0.0012826692495764291
139, 0.0012859070002377848
140, 0.0015416852497764921
141, 0.0014041890003682056
142, 0.001413273000252957
143, 0.0014704275004078227
144, 0.0015191425000011805
145, 0.0015233432500281197
146, 0.0015164019996518618
147, 0.0017778429996724299
148, 0.0015007912497821962
149, 0.0015226807499857387
150, 0.0017594732498764643
151, 0.0015668877499592782
152, 0.001656718749927677
153, 0.0016495297500114248
154, 0.0017211230001521471
155, 0.001629677250093664
156, 0.0018778329999804555
157, 0.001667442500092875
158, 0.0019372997498976474
159, 0.0019562144998417352
160, 0.0017314507499577303
161, 0.0018237074996250158
162, 0.0017828000000008615
163, 0.0021897115002502687
164, 0.0025077760001295246
165, 0.001946960000168474
